Species,ID,Family2,Order2,Avibase.ID2,MODERN,HISTORICAL,BARB_H,BARB_M,BARB_EXT,BARB_NEW,POP_BARB,SAGU_H,SAGU_M,SAGU_EXT,SAGU_NEW,POP_SAGU,TOCHE_H,TOCHE_M,TOCHE_EXT,TOCHE_NEW,POP_TOCHE,HON_H,HON_M,HON_EXT,HON_NEW,POP_HON,FLOR_H,FLOR_M,FLOR_EXT,FLOR_NEW,POP_FLOR,FUSA_H,FUSA_M,FUSA_EXT,FUSA_NEW,POP_FUSA,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Previo_nombre
Euphonia concinna,289,Fringillidae,Passeriformes,AVIBASE-D6D63B24,0,1,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,,,,,,5,2,3,0,4,9,5,4,3.9,14,55.7,14.2,41.4,25.6,35.7,10.3,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Frugivore,Insessorial,
Euphonia fulvicrissa,290,Fringillidae,Passeriformes,AVIBASE-0676F27A,3,2,2,3,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,0,5,10.1,6.5,4.7,4.9,14.5,51.2,10.3,40.5,20.2,26.7,11,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,
Euphonia laniirostris,291,Fringillidae,Passeriformes,AVIBASE-F1D2C345,48,6,,,,,,0,4,,1,B,0,2,,1,B,5,35,,,C,1,7,,,C,,,,,,91,34,51,6,9,10.1,6.5,5.6,5.7,17.3,61,14,45.9,23.4,37.1,15,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,
Euphonia minuta,292,Fringillidae,Passeriformes,AVIBASE-A243C1D2,3,1,1,2,,,C,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,9,4,5,0,4,10.6,5.7,4.1,3.6,12.4,51.4,11.8,39.5,22.9,27.7,10,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Euphonia xanthogaster,293,Fringillidae,Passeriformes,AVIBASE-2D1A6C0F,15,10,2,0,1,,A,2,11,,,C,,,,,,,,,,,6,4,,,C,,,,,,35,13,17,5,16,10.7,6,4.8,4.8,16.4,61.4,13.7,47.7,22.4,36,13,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,
Euscarthmus meloryphus,294,Tyrannidae,Passeriformes,AVIBASE-879DAFFF,4,0,,,,,,,,,,,,,,,,0,4,,1,B,,,,,,,,,,,10,3,4,3,4,11.9,6.7,2.9,3.2,18.2,46,4.8,40.5,10.6,39,6.8,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Eutoxeres aquila,295,Trochilidae,Caprimulgiformes,AVIBASE-656474D9,13,1,0,2,,1,B,0,5,,1,B,0,4,,1,B,,,,,,,,,,,1,2,,,C,11,4,6,1,4,27.5,23.1,3.6,2.9,6.8,70.5,42.9,27.8,60.7,54,10.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,
Eutoxeres condamini,296,Trochilidae,Caprimulgiformes,AVIBASE-198F8B56,0,2,,,,,,,,,,,,,,,,,,,,,2,0,1,,A,,,,,,13,2,3,8,8,24.7,21.9,3.7,3.1,7.4,68.5,40.1,27.5,59.3,56.6,10.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,
Falco rufigularis,297,Falconidae,Falconiformes,AVIBASE-EF9568DE,1,5,,,,,,2,0,1,,A,,,,,,,,,,,3,1,,,C,,,,,,8,6,2,0,8,19.6,12,9.7,11,32.8,198.8,80,118.7,40.3,108,163.6,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Aerial,
Falco sparverius,298,Falconidae,Falconiformes,AVIBASE-20C2214E,25,9,,,,,,,,,,,2,19,,,C,4,6,,,C,,,,,,3,0,1,,A,7,1,5,1,4,17.1,11,8.4,10.1,33.7,182.4,77.9,100.1,43.7,126.5,114.6,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Omnivore,Insessorial,
Florisuga mellivora,299,Trochilidae,Caprimulgiformes,AVIBASE-80DA0464,16,9,9,8,,,C,,,,,,,,,,,,,,,,0,8,,1,B,,,,,,46,12,25,9,9,23.6,16.7,2.6,2.7,5,67.8,43.8,22.6,66.1,36.8,7.4,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Fluvicola pica,300,Tyrannidae,Passeriformes,AVIBASE-131BC7FC,3,1,,,,,,,,,,,,,,,,1,3,,,C,,,,,,,,,,,12,2,5,5,9,16.4,9.6,4.7,3.4,20.7,63.9,10.8,53.6,16.8,48.6,12.3,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Invertivore,Insessorial,
Formicarius analis,301,Formicariidae,Passeriformes,AVIBASE-7E4EE12D,0,3,,,,,,,,,,,,,,,,,,,,,3,0,1,,A,,,,,,30,4,20,6,12,21.8,13.4,5.6,6,32.4,89.3,14.8,74.6,16.6,56.8,62.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Formicarius colma,302,Formicariidae,Passeriformes,AVIBASE-4564EA5A,0,4,,,,,,,,,,,,,,,,,,,,,4,0,1,,A,,,,,,13,4,5,4,4,21.5,12.1,5.1,5.3,29.9,85,16.3,69.3,19,53.4,47,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Formicivora grisea,303,Thamnophilidae,Passeriformes,AVIBASE-AC7F0A89,21,5,,,,,,,,,,,,,,,,5,21,,,C,,,,,,,,,,,48,20,28,0,8,15.5,9.4,3.7,3.8,20.5,52.9,3.9,49,7.4,48.8,10.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Forpus conspicillatus,304,Psittacidae,Psittaciformes,AVIBASE-44585D05,23,4,,,,,,0,3,,1,B,,,,,,4,20,,,C,,,,,,,,,,,13,1,4,8,4,13.5,11.5,9.6,11.5,9.9,77.2,30.5,49,38.4,38.8,26.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Generalist,
Forpus modestus,305,Psittacidae,Psittaciformes,AVIBASE-23C704E1,0,3,,,,,,,,,,,,,,,,,,,,,3,0,1,,A,,,,,,7,3,4,0,4,14.5,12.5,8.6,13.7,10.3,81,30.3,51.1,37.3,38.1,27.2,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,
Frederickena unduliger,306,Thamnophilidae,Passeriformes,AVIBASE-3C42048A,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,7,3,4,0,3,27.7,17,8,10.6,35.1,100.8,9.3,93.9,9,91.4,83,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,
Furnarius leucopus,307,Furnariidae,Passeriformes,AVIBASE-936D8DEC,2,0,,,,,,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,41,12,23,6,12,24.6,16.2,4.1,4.8,30.3,90.1,14.6,75.8,16.2,61.4,54.8,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,
Galbalcyrhynchus leucotis,308,Galbulidae,Galbuliformes,AVIBASE-E3EC251C,7,8,,,,,,,,,,,,,,,,,,,,,8,7,,,C,,,,,,4,1,3,0,4,54,42.5,8.3,12.1,18.8,87.8,21.2,66.5,24.1,53.5,46.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Galbula albirostris,309,Galbulidae,Galbuliformes,AVIBASE-3F3135FF,0,5,,,,,,,,,,,,,,,,,,,,,5,0,1,,A,,,,,,9,3,6,0,7,40.6,33.2,5.4,6.3,11.7,75.3,17,58.1,22.6,69,22.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Galbula ruficauda,310,Galbulidae,Galbuliformes,AVIBASE-2EE639E9,17,11,6,1,,,C,,,,,,,,,,,5,16,,,C,,,,,,,,,,,14,5,6,3,4,53.8,46.8,5.4,7,11.3,78.3,16.6,62.2,21.1,100.9,26.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Galbula tombacea,311,Galbulidae,Galbuliformes,AVIBASE-7E2D591F,0,4,,,,,,,,,,,,,,,,,,,,,4,0,1,,A,,,,,,5,2,3,0,4,47.2,40.9,5,6.1,11.7,77,11.6,64.9,15.2,86,23.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Geothlypis philadelphia,312,Parulidae,Passeriformes,AVIBASE-1A0096F2,5,2,,,,,,,,,,,,,,,,2,5,,,C,,,,,,,,,,,71,29,28,14,7,12.5,8,3.3,3.6,22.1,59,15.1,44.7,25.3,47.8,11.7,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,
Geothlypis semiflava,313,Parulidae,Passeriformes,AVIBASE-D7815419,6,4,4,6,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,8,1,5,15.1,9.7,3.4,4.1,21.5,57.6,8,50.4,13.7,46.7,17.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Geotrygon montana,314,Columbidae,Columbiformes,AVIBASE-4817EC01,5,0,,,,,,,,,,,,,,,,0,4,,1,B,0,1,,1,B,,,,,,37,11,23,3,12,19.5,9,3.5,4.4,26.9,136.5,36.7,99.2,27.1,76.3,133.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,
Geotrygon purpurata,315,Columbidae,Columbiformes,AVIBASE-B18C3C10,0,1,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0,4,20.6,10.1,3.2,4.2,35.7,134.2,35.2,99,26.3,65,129,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Terrestrial,
Geranoaetus polyosoma,316,Accipitridae,Accipitriformes,AVIBASE-2AAA7F76,2,0,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,,,,,,11,3,4,4,4,36.3,21.1,13,18.3,83.4,402,153.3,249.8,38.1,192.8,782.6,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Vertivore,Aerial,
Glaucidium brasilianum,317,Strigidae,Strigiformes,AVIBASE-40EB82DA,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,15,5,7,3,8,14.9,10,7.1,10.6,18,94.1,16.8,77.3,17.9,63.4,63.3,Updated_literature,BoW,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Glaucidium jardinii,318,Strigidae,Strigiformes,AVIBASE-431CE379,1,0,,,,,,,,,,,0,1,,1,B,,,,,,,,,,,,,,,,7,1,1,5,5,14.5,9.6,7,9,21.4,99.6,25.1,73.3,25.6,65.6,66.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Insessorial,
Glaucis aeneus,319,Trochilidae,Caprimulgiformes,AVIBASE-2ABFB40A,12,2,2,12,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,4,31.4,25.9,2.2,2.6,4.8,52.5,31.8,20.7,60.6,33.2,4.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Glaucis hirsutus,320,Trochilidae,Caprimulgiformes,AVIBASE-2486FC78,18,2,0,1,,1,B,,,,,,,,,,,0,2,,1,B,2,15,,,C,,,,,,24,6,3,15,6,33.1,28.6,3.2,3.5,4.1,58.8,34.8,23.4,59.8,39.1,6.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Glyphorynchus spirurus,321,Furnariidae,Passeriformes,AVIBASE-B7517CD1,34,15,6,16,,,C,,,,,,,,,,,,,,,,9,18,,,C,,,,,,112,7,30,75,21,13.7,9.7,4.4,4.2,16.5,68.7,16.4,52.3,23.9,66,14.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Grallaria alleni,322,Grallariidae,Passeriformes,AVIBASE-73BDA8FB,2,0,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,,,,,,1,0,1,0,1,25.7,15.6,6.6,7.5,45.7,98,17.2,80.8,17.6,42.5,70.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Grallaria hypoleuca,323,Grallariidae,Passeriformes,AVIBASE-18E59ACC,5,9,,,,,,3,5,,,C,,,,,,,,,,,,,,,,6,0,1,,A,12,1,9,2,4,23.6,14.3,6.4,7.8,45.6,89.5,4.7,84.4,5.2,52.2,73.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Grallaria milleri,324,Grallariidae,Passeriformes,AVIBASE-88C6B17B,3,10,,,,,,,,,,,10,3,,,C,,,,,,,,,,,,,,,,6,2,4,0,4,20.9,12.9,6.1,6.9,44.3,85.6,9.4,76.9,10.9,48.8,52.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Grallaria nuchalis,325,Grallariidae,Passeriformes,AVIBASE-CAB60F3C,38,11,,,,,,,,,,,10,38,,,C,,,,,,,,,,,1,0,1,,A,14,4,4,6,6,27.9,15.9,7,9.4,57.4,110.4,5.2,106.7,4.7,61.7,117,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Grallaria ruficapilla,326,Grallariidae,Passeriformes,AVIBASE-F46A4E19,41,5,,,,,,0,12,,1,B,2,23,,,C,,,,,,,,,,,3,6,,,C,32,8,18,6,4,28.7,16.2,6.8,8.2,51.8,97.3,5,94.4,5.1,58.1,82.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Grallaria rufocinerea,327,Grallariidae,Passeriformes,AVIBASE-E1A86347,5,4,,,,,,,,,,,4,5,,,C,,,,,,,,,,,,,,,,6,2,3,1,4,20.5,12.2,4.9,6.1,43,87.3,6.3,80.4,7.3,47.3,44.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Grallaria rufula,328,Grallariidae,Passeriformes,AVIBASE-CC099648,7,4,,,,,,,,,,,4,6,,,C,,,,,,,,,,,0,1,,1,B,2,1,1,0,0,23.9,11.1,5.3,5.9,40.7,75.2,6.4,75.2,7.8,39,35.7,Dunning,NA,YES,Beak Culmen; Kipp's Distance; Secondary1; Hand-Wing Index,Grallaria rufula (sensu lato),Forest,1,1,Carnivore,Invertivore,Terrestrial,
Grallaria squamigera,329,Grallariidae,Passeriformes,AVIBASE-D9979344,6,2,,,,,,,,,,,2,6,,,C,,,,,,,,,,,,,,,,35,10,17,8,4,36.7,20.5,8.2,10.7,57,140.2,22.8,119.8,16,64,136,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Grallaricula cucullata,330,Grallariidae,Passeriformes,AVIBASE-3DAB83EB,5,0,,,,,,0,5,,1,B,,,,,,,,,,,,,,,,,,,,,5,1,3,1,3,14.1,8.7,5,4.9,23.5,66.5,7.6,58.1,11.5,32.9,19.3,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Grallaricula lineifrons,331,Grallariidae,Passeriformes,AVIBASE-FA147336,2,0,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,,,,,,8,3,5,0,1,14,8,4.8,4.4,28.1,75.7,8.3,67.7,10.9,40.4,21.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Grallaricula nana,332,Grallariidae,Passeriformes,AVIBASE-287E1DD6,6,1,,,,,,,,,,,1,5,,,C,,,,,,,,,,,0,1,,1,B,36,17,15,4,5,17.1,8.8,4.8,4.5,27.8,67.3,6.8,60.9,10.1,35.1,19.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Gymnopithys bicolor,333,Thamnophilidae,Passeriformes,AVIBASE-0351F4F2,19,9,9,19,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,4,4,3,18.5,11.9,5.1,4.9,27.6,75.3,7,67.7,9.4,46.6,31.1,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Gymnopithys leucaspis,334,Thamnophilidae,Passeriformes,AVIBASE-235DE47B,0,3,3,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,3,0,2,18.5,11.8,4.6,4.9,26.2,72,8,65.5,10.8,43.4,27.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Habia cristata,335,Cardinalidae,Passeriformes,AVIBASE-231FAF07,0,2,,,,,,,,,,,,,,,,2,0,1,,A,,,,,,,,,,,5,2,3,0,4,21,13.2,7,8.8,24.2,96.6,15.1,81.5,15.6,85.2,46.5,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Habia gutturalis,336,Cardinalidae,Passeriformes,AVIBASE-DFB36868,1,0,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,,,,,,6,2,1,3,4,19.6,12.6,7.5,8.4,24.9,96.2,15.6,82.2,15.9,91.3,36.4,Updated_literature,Dunning (2021),NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Hafferia immaculata,337,Thamnophilidae,Passeriformes,AVIBASE-F0768885,0,17,11,0,1,,A,,,,,,,,,,,5,0,1,,A,,,,,,1,0,1,,A,6,2,4,0,4,22.6,12.9,5.2,6.2,33.6,80.8,5.1,73.6,6.3,80.5,47.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Hapalopsittaca amazonina,338,Psittacidae,Psittaciformes,AVIBASE-6967FA94,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,,A,8,3,1,4,4,21.8,15.7,9.9,15.7,14.5,148.9,59.8,87.8,40.5,74.2,106,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,
Hapalopsittaca fuertesi,339,Psittacidae,Psittaciformes,AVIBASE-485B3D87,0,6,,,,,,,,,,,6,0,1,,A,,,,,,,,,,,,,,,,4,2,2,0,4,23.4,16.7,11.3,17.3,17,152.7,59.4,93.3,38.9,86.1,124,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Haplophaedia aureliae,340,Trochilidae,Caprimulgiformes,AVIBASE-A10F06E5,26,15,,,,,,10,12,,,C,3,0,1,,A,,,,,,,,,,,2,14,,,C,17,1,7,9,4,21.8,17.5,2.3,2,5.7,56.8,34.9,20.3,63.2,38.9,5.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Spodiornis rusticus,341,Thraupidae,Passeriformes,AVIBASE-48CC8086,3,0,,,,,,,,,,,0,3,,1,B,,,,,,,,,,,,,,,,50,34,16,0,4,13.7,8.8,4.6,6.1,19.4,66.4,13.7,52.5,20.7,47.9,15.6,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Granivore,Insessorial,
Heliangelus exortis,342,Trochilidae,Caprimulgiformes,AVIBASE-D13C5D60,60,52,,,,,,,,,,,33,40,,,C,,,,,,,,,,,19,20,,,C,54,4,31,19,4,19.8,13.2,1.9,1.9,4.7,60.8,40.2,22.5,64.2,40.4,4.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,
Heliodoxa leadbeateri,343,Trochilidae,Caprimulgiformes,AVIBASE-1368181F,10,24,,,,,,24,10,,,C,,,,,,,,,,,,,,,,,,,,,14,9,5,0,4,28.9,21,2.9,2.1,5.7,67.2,43,24.2,64,45.2,7.4,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Heliodoxa rubinoides,344,Trochilidae,Caprimulgiformes,AVIBASE-06B7366C,5,1,,,,,,,,,,,0,4,,1,B,,,,,,,,,,,1,1,,,C,8,3,5,0,4,27.7,19,2.5,2.3,5.2,69.3,44.1,25.2,63.6,43.3,7.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Heliomaster longirostris,345,Trochilidae,Caprimulgiformes,AVIBASE-7DB659EF,0,2,,,,,,1,0,1,,A,,,,,,1,0,1,,A,,,,,,,,,,,16,4,6,6,8,35,29,2.7,2.7,4.4,58.4,37,19.7,65.3,30.7,6.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Heliornis fulica,346,Heliornithidae,Gruiformes,AVIBASE-097FAA36,0,1,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,5,0,4,32.4,16.3,4.4,6.9,21.6,141.5,51.3,90.4,36.2,81.8,132,Dunning,NA,NO,NA,NA,Wetland,2,1,Carnivore,Aquatic predator,Aquatic,
Heliothryx barroti,347,Trochilidae,Caprimulgiformes,AVIBASE-B70BC2CB,3,2,2,3,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0,3,21.9,16.2,2.2,2.2,4.5,63.8,43.4,20.4,68,57,5.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Hellmayrea gularis,348,Furnariidae,Passeriformes,AVIBASE-3FACD55E,17,3,,,,,,,,,,,2,8,,,C,,,,,,,,,,,1,9,,,C,14,2,8,4,4,15.6,8.2,2.7,2.8,21.1,57.6,7,50.4,12.3,53.6,12.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Hemithraupis flavicollis,349,Thraupidae,Passeriformes,AVIBASE-A62F8926,1,0,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,,,,,,10,4,6,0,4,13.5,8.1,4.1,5.1,15.7,67.9,13.6,51.4,21,53.2,12.8,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,
Hemithraupis guira,350,Thraupidae,Passeriformes,AVIBASE-0C58C65E,0,2,,,,,,1,0,1,,A,,,,,,,,,,,1,0,1,,A,,,,,,21,8,12,1,4,13.5,8.4,4.1,4.8,16,63.5,13.7,49.7,21.4,52.2,12,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Hemitriccus granadensis,351,Tyrannidae,Passeriformes,AVIBASE-DCD65D2A,1,3,,,,,,,,,,,3,0,1,,A,,,,,,,,,,,0,1,,1,B,16,2,4,10,7,13.8,6.5,3.3,2.9,16.6,45.2,3.9,41,8.7,42.1,7.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Hemitriccus margaritaceiventer,352,Tyrannidae,Passeriformes,AVIBASE-8B67256A,6,2,,,,,,,,,,,,,,,,2,6,,,C,,,,,,,,,,,21,7,11,3,4,14.3,8.7,3.7,3.6,19.4,49,4.3,44.6,8.8,44.3,8.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,
Hemitriccus striaticollis,353,Tyrannidae,Passeriformes,AVIBASE-54EF3ACB,18,0,,,,,,,,,,,,,,,,,,,,,0,18,,1,B,,,,,,4,1,3,0,4,13.7,8.3,4.1,3.2,17.8,48.2,4.9,43.3,10.2,40,8.6,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Hemitriccus zosterops,354,Tyrannidae,Passeriformes,AVIBASE-04CCE338,0,2,,,,,,,,,,,,,,,,,,,,,2,0,1,,A,,,,,,4,0,4,0,4,12.9,7.2,4,2.9,15.9,50.1,5.1,45.1,10.1,47.1,8.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Henicorhina leucophrys,355,Troglodytidae,Passeriformes,AVIBASE-57420691,189,30,,,,,,9,67,,,C,6,63,,,C,,,,,,,,,,,15,59,,,C,80,9,24,47,15,16.8,9.9,3.2,3.4,24.1,53.6,4.5,48.5,8.5,29.8,16.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,
Henicorhina leucosticta,356,Troglodytidae,Passeriformes,AVIBASE-3563183F,28,15,5,9,,,C,,,,,,,,,,,1,19,,,C,9,0,1,,A,,,,,,95,41,44,10,4,17.3,11,3.5,3.6,22.5,54.2,5.5,50.4,9.9,30.9,14.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,
Herpetotheres cachinnans,357,Falconidae,Falconiformes,AVIBASE-24C90C1A,16,1,1,2,,,C,,,,,,,,,,,0,8,,1,B,0,6,,1,B,,,,,,9,3,6,0,8,33.2,18.3,12.6,20.7,58.9,272.4,51,217.8,18.9,219,623.6,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Insessorial,
Heterospingus xanthopygius,358,Thraupidae,Passeriformes,AVIBASE-D9B6353E,3,0,0,3,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,3,2,4,20.9,13.4,6.4,7.7,20.4,86.9,17.4,68.6,20.3,63.4,38.8,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,
Hydropsalis climacocerca,359,Caprimulgidae,Caprimulgiformes,AVIBASE-27032D18,1,5,,,,,,,,,,,,,,,,,,,,,5,1,,,C,,,,,,4,2,2,0,4,18.6,8.3,5.4,3.4,15,149.5,76.9,72.6,51.5,144.3,46,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Generalist,
Hylopezus perspicillatus,360,Grallariidae,Passeriformes,AVIBASE-FC8137F0,0,1,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,180,68,97,15,9,19.4,12.6,5.5,5.9,34.8,79.5,12.4,69.2,15.3,32.1,43,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Hylophilus flavipes,361,Vireonidae,Passeriformes,AVIBASE-8D6D0F25,91,0,,,,,,,,,,,,,,,,0,91,,1,B,,,,,,,,,,,16,2,8,6,4,14,7.9,3.9,4.3,19.6,56.3,6.6,49.4,11.8,45,11.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Hylophylax naevioides,362,Thamnophilidae,Passeriformes,AVIBASE-87EC4643,13,8,8,13,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,14,1,8,16.6,10.3,4.8,4.3,22.1,62.2,8.4,54.2,13.6,37.5,17.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Hylophylax naevius,363,Thamnophilidae,Passeriformes,AVIBASE-363EDFA8,0,8,,,,,,,,,,,,,,,,,,,,,8,0,1,,A,,,,,,26,9,15,2,13,16,9.2,4.7,3.8,20.2,58.1,8.1,50.1,14.1,39.8,14.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Hypnelus ruficollis,364,Bucconidae,Galbuliformes,AVIBASE-28CE257D,7,0,,,,,,,,,,,,,,,,0,7,,1,B,,,,,,,,,,,9,2,2,5,8,35.6,26.5,11,12.9,19.2,87.6,19.7,67.6,22.6,82.3,49.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
