Species;ID;Family2;Order2;Avibase.ID2;MODERN;HISTORICAL;MIR_H_corr;MIR_M;MIR_M_LOST;MIR_EXT;MIR_EXT_1_2;MIR_NEW;POP_MIR;BARB_H_corr;BARB_M;BARB_M_LOST;BARB_EXT;BARB_EXT_1_2;BARB_NEW;POP_BARB;POP_BARB_SOLO_EXT;SAGU_H_corr;SAGU_M;SAGU_M_LOST;SAGU_EXT;SAGU_EXT_1_2;SAGU_NEW;POP_SAGU;TOCHE_H_corr;TOCHE_M;TOCHE_M_LOST;TOCHE_EXT;TOCHE_EXT_1_2;TOCHE_NEW;POP_TOCHE;HON_H_corr;HON_M;HON_M_LOST;HON_EXT;HON_EXT_1_2;HON_NEW;POP_HON;FLOR_H_corr;FLOR_M;FLOR_M_LOST;FLOR_EXT;FLOR_EXT_1_2;FLOR_NEW;POP_FLOR;FUSA_H_corr;FUSA_M;FUSA_M_LOST;FUSA_EXT;FUSA_EXT_1_2;FUSA_NEW;POP_FUSA;Total.individuals;Female;Male;Unknown;Complete.measures;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand.Wing.Index;Tail.Length;Mass;Mass.Source;Mass.Refs.Other;Inference;Traits.inferred;Reference.species;Habitat;Habitat.Density;Migration;Trophic.Level;Trophic.Niche;Primary.Lifestyle;EXTINCT;Extinct shared
Notharchus tectus;506;Bucconidae;Galbuliformes;AVIBASE-70D5AC76;2;4;;;;;;;;4;1;1;3;;;C;C;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;10;4;4;2;7;24.9;17.8;8.6;9.4;12.9;71.8;19;53;26.4;53.7;26.8;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Nothocercus bonapartei;507;Tinamidae;Tinamiformes;AVIBASE-66C31E09;1;0;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;1;4;4;36.5;10.2;4.8;5.6;68.8;212;31.2;180.8;14.7;60;763;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Omnivore;Terrestrial;0;0
Nyctibius grandis;508;Nyctibiidae;Caprimulgiformes;AVIBASE-EBEFFDBF;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;7;1;5;1;4;45.3;16.4;6.7;7.6;16.8;374.1;164;211.2;44;250.9;547;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Nyctibius griseus;509;Nyctibiidae;Caprimulgiformes;AVIBASE-7333ADB3;3;0;0;2;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;9;4;2;3;4;28.6;11.9;5.1;6.3;10.4;256.4;111;143;43.8;181.8;172;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Nycticorax nycticorax;510;Ardeidae;Pelecaniformes;AVIBASE-6BB94D7E;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;10;4;4;2;4;80.5;56.7;12.1;18.6;69.2;285.7;92.7;187.8;33.1;95.8;810;Dunning;NA;NO;NA;NA;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;0;0
Nyctidromus albicollis;511;Caprimulgidae;Caprimulgiformes;AVIBASE-F2CB69EC;11;3;0;3;;;;1;B;1;1;1;3;;;C;C;2;3;3;;;;C;;;;;;;;0;1;;;;1;B;0;3;;;;1;B;;;;;;;;26;8;15;3;8;16.2;7.2;5;3.5;22.1;150.9;53;95.6;35.8;136.2;57.8;Dunning;NA;NO;NA;NA;Woodland;2;1;Carnivore;Invertivore;Insessorial;0;0
Nyctiphrynus rosenbergi;512;Caprimulgidae;Caprimulgiformes;AVIBASE-A7CDF961;0;2;;;;;;;;2;0;;2;1;;A;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;0;3;14;6.2;5.4;3.6;17.5;123.8;41.5;82.3;33.4;94.5;52;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;1;1
Nystalus radiatus;513;Bucconidae;Galbuliformes;AVIBASE-4B154EA6;1;3;;;;;;;;2;0;;2;1;;A;C;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;;;;;;;;5;3;1;1;4;30.4;23.8;10.6;12.3;16.9;91.6;20.4;69.3;22.8;78.2;61;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Ochthoeca cinnamomeiventris;514;Tyrannidae;Passeriformes;AVIBASE-400BAC3E;30;10;;;;;;;;;;;;;;;;6;1;1;3;;;C;2;21;21;;;;C;;;;;;;;;;;;;;;2;8;8;;;;C;80;19;24;37;17;13.4;7.2;4.8;3.4;18.7;65.2;11.9;54.8;17.9;57.3;12;Dunning;NA;NO;NA;NA;Shrubland;1;1;Carnivore;Invertivore;Insessorial;0;0
Ochthoeca diadema;515;Tyrannidae;Passeriformes;AVIBASE-D6F1EBE0;23;6;;;;;;;;;;;;;;;;;;;;;;;4;12;12;;;;C;;;;;;;;;;;;;;;2;11;11;;;;C;25;2;8;15;4;12.7;6.8;4.1;3.5;19.3;63;11;52.4;17.3;55.1;11.5;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Ochthoeca frontalis;516;Tyrannidae;Passeriformes;AVIBASE-5F7F8EA6;4;0;;;;;;;;;;;;;;;;;;;;;;;0;4;;;;1;B;;;;;;;;;;;;;;;;;;;;;;44;25;11;8;8;12.1;6.3;3.5;3.3;21;65.2;9.5;55.5;14.7;57.5;10;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Ochthoeca fumicolor;517;Tyrannidae;Passeriformes;AVIBASE-D5E07ED0;3;3;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;;;;;;;;3;1;1;3;;;C;20;11;7;2;8;15.3;8.3;3.9;3.6;23.9;82.7;15.7;67;19;74.7;16.6;Dunning;NA;NO;NA;NA;Grassland;2;1;Carnivore;Invertivore;Insessorial;0;0
Ochthoeca rufipectoralis;518;Tyrannidae;Passeriformes;AVIBASE-15FF866A;6;16;;;;;;;;;;;;;;;;;;;;;;;16;6;6;;;;C;;;;;;;;;;;;;;;;;;;;;;49;8;9;32;26;13.7;6.5;3.5;3;19.8;66.3;13;53.3;19.6;61.5;10;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Ochthornis littoralis;519;Tyrannidae;Passeriformes;AVIBASE-BFE83634;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;;;;C;;;;;;;;5;2;3;0;4;14.5;8.2;4.6;3.2;17.2;70.2;12.3;57.5;17.6;54.6;13.4;Dunning;NA;NO;NA;NA;Riverine;3;1;Carnivore;Invertivore;Insessorial;0;0
Ocreatus underwoodii;520;Trochilidae;Caprimulgiformes;AVIBASE-D3ECED63;54;16;8;4;4;;;;C;;;;;;;;;6;23;23;;;;C;0;18;;;;1;B;;;;;;;;;;;;;;;2;9;9;;;;C;21;10;10;1;4;17.6;16.2;2;1.7;4.5;42.6;29.3;13.4;68.7;51.1;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Odontophorus gujanensis;521;Odontophoridae;Galliformes;AVIBASE-B41E681C;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;7;2;5;0;6;19.7;11.2;7.9;11.5;37.2;143.4;18.8;122.8;13.3;71.3;314.1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Omnivore;Terrestrial;0;0
Odontophorus hyperythrus;522;Odontophoridae;Galliformes;AVIBASE-D8BFC2F1;1;0;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;4;3;1;3;21.1;11.7;8.2;11.9;46.6;137.7;23.4;112.7;17.3;59;339.3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Omnivore;Terrestrial;0;0
Odontorchilus branickii;523;Troglodytidae;Passeriformes;AVIBASE-E59FF7D2;0;1;;;;;;;;;;;;;;;;1;0;;1;1;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;3;0;4;14.5;9.1;3;3;16.1;58.2;8;50.2;13.7;52.6;9.6;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Ognorhynchus icterotis;524;Psittacidae;Psittaciformes;AVIBASE-BCCB23F5;143;27;4;0;;1;1;;A;;;;;;;;;;;;;;;;23;143;143;;;;C;;;;;;;;;;;;;;;;;;;;;;4;0;0;4;4;40.4;36;25.2;44.8;20.8;220;108.5;111.5;49.4;173.2;285;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;1;1
Opisthocomus hoazin;525;Opisthocomidae;Opisthocomiformes;AVIBASE-7E83A1B3;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;13;;;;1;B;;;;;;;;6;2;1;3;4;32.6;15.7;10.2;13.7;51.3;322;47.7;275.3;14.8;290.7;696;Dunning;NA;NO;NA;NA;Riverine;2;1;Herbivore;Herbivore terrestrial;Insessorial;0;0
Opisthoprora euryptera;526;Trochilidae;Caprimulgiformes;AVIBASE-42C0AED1;7;0;;;;;;;;;;;;;;;;;;;;;;;0;7;;;;1;B;;;;;;;;;;;;;;;;;;;;;;4;0;0;4;4;16.4;10.9;1.9;1.8;6.2;63.2;37.8;25.5;59.8;42.5;6.2;Updated_literature;BoW;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;0;0
Ornithion brunneicapillus;527;Tyrannidae;Passeriformes;AVIBASE-BF566659;1;0;;;;;;;;0;1;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;2;2;4;9.3;5.3;3;3.7;12.9;43.5;5.5;38;12.6;27.1;7.1;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Orochelidon murina;528;Hirundinidae;Passeriformes;AVIBASE-61CC48FF;61;9;;;;;;;;;;;;;;;;;;;;;;;0;18;;;;1;B;;;;;;;;;;;;;;;9;43;43;;;;C;15;6;5;4;4;9.8;4.3;3.4;2.2;11.5;112.7;57;56.3;50.3;61.6;11.7;Dunning;NA;NO;NA;NA;Grassland;3;2;Carnivore;Invertivore;Aerial;0;0
Ortalis columbiana;529;Cracidae;Galliformes;AVIBASE-1F58D15F;106;8;0;3;;;;1;B;;;;;;;;;7;76;76;;;;C;0;21;;;;1;B;0;5;;;;1;B;;;;;;;;1;1;1;3;;;C;10;2;3;5;4;30.7;11.4;7.8;9.4;62.6;225.6;27;197.9;11.9;269.9;547.7;DataFromSplit;NA;NO;NA;NA;Shrubland;1;1;Herbivore;Frugivore;Insessorial;0;0
Ortalis guttata;530;Cracidae;Galliformes;AVIBASE-3BA3E03E;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;12;;;;1;B;;;;;;;;18;8;6;4;4;28.2;11.6;6.3;9.1;53.6;192.3;29.3;165.6;15;214.5;547.7;Dunning;NA;NO;NA;NA;Shrubland;1;1;Herbivore;Frugivore;Insessorial;0;0
Orthopsittaca manilatus;531;Psittacidae;Psittaciformes;AVIBASE-9A5F4D95;10;2;;;;;;;;;;;;;;;;2;0;;1;1;;A;;;;;;;;;;;;;;;0;10;;;;1;B;;;;;;;;11;4;4;3;8;30.5;27.7;17;30.8;20.6;239.8;99.9;139.9;41.5;214.5;372;Dunning;NA;NO;NA;NA;Woodland;2;2;Herbivore;Frugivore;Insessorial;1;1
Pachyramphus castaneus;532;Tityridae;Passeriformes;AVIBASE-3A6FE3D7;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;2;1;;A;;;;;;;;15;3;12;0;6;14.3;9.6;6.2;5.1;18.3;74.1;14;62.4;18.3;59.9;19.5;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Pachyramphus cinnamomeus;533;Tityridae;Passeriformes;AVIBASE-BBABBA53;7;11;;;;;;;;11;5;5;;;;C;C;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;;;;;;;;21;5;11;5;4;16.8;10.6;7.6;5.6;19.7;77;16.1;61.5;20.7;59.4;20.3;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Pachyramphus homochrous;534;Tityridae;Passeriformes;AVIBASE-5B66BF7C;2;0;;;;;;;;0;2;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;0;4;19.4;13.3;7.7;7.4;20.6;87.5;18;69.5;20.6;71.2;37.3;Dunning;NA;NO;NA;NA;Forest;1;2;Omnivore;Omnivore;Insessorial;0;0
Pachyramphus minor;535;Tityridae;Passeriformes;AVIBASE-58599303;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;1;1;;A;;;;;;;;9;4;5;0;6;19.3;13.5;8.4;7.6;20.9;89.2;18;71;20.3;65.1;36.6;Dunning;NA;NO;NA;NA;Forest;1;2;Omnivore;Omnivore;Insessorial;1;1
Pachyramphus polychopterus;536;Tityridae;Passeriformes;AVIBASE-CE997BBD;18;7;1;3;3;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;14;14;;;;C;3;1;1;3;;;C;45;14;28;3;12;14.9;10.4;7;5.7;18.7;72;16.4;58.5;21.8;55.7;20.8;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Invertivore;Insessorial;0;0
Pachyramphus rufus;537;Tityridae;Passeriformes;AVIBASE-69D111A7;1;0;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;5;0;4;14.6;10;6.6;5.4;17.5;67.6;14.2;54;20.8;48.4;18.8;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Pachyramphus versicolor;538;Tityridae;Passeriformes;AVIBASE-69B72BD0;8;5;2;1;1;3;;;C;;;;;;;;;0;1;;;;1;B;0;2;;;;1;B;;;;;;;;;;;;;;;3;4;4;;;;C;21;8;13;0;4;12.6;7.4;5.2;4.4;16.2;64.6;13.5;52.1;20.6;51.7;15.5;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Pachysylvia decurtata;539;Vireonidae;Passeriformes;AVIBASE-58274D5F;10;0;;;;;;;;0;10;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;8;20;6;5;14.6;8.4;3.5;3.7;16.9;52.5;6.8;46.7;12.8;36;8.5;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Pachysylvia semibrunnea;540;Vireonidae;Passeriformes;AVIBASE-204918E7;7;2;0;4;;;;1;B;;;;;;;;;2;1;1;3;;;C;;;;;;;;0;2;;;;1;B;;;;;;;;;;;;;;;16;0;6;10;4;16;9;4;4.3;17.9;62.2;7.8;54.4;12.6;50.1;11.4;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Pandion haliaetus;541;Pandionidae;Accipitriformes;AVIBASE-1327AC55;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;12;5;4;3;8;47;27.7;17.3;19.6;49.8;468.4;204.8;253;44.9;201.3;1483.2;Dunning;NA;NO;NA;NA;Marine;3;3;Carnivore;Aquatic predator;Aerial;0;0
Panyptila cayennensis;542;Apodidae;Caprimulgiformes;AVIBASE-9E39F33E;15;0;;;;;;;;0;15;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;6;5;8.2;3.8;3;2.1;7.8;118.8;81.2;37.3;68.5;52.4;21.1;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;0;0
Parabuteo leucorrhous;543;Accipitridae;Accipitriformes;AVIBASE-8C150371;1;0;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;5;2;3;0;4;29;17;9.8;14.2;62.6;241;65.5;174.2;27.3;171.6;290;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Vertivore;Insessorial;0;0
Parabuteo unicinctus;544;Accipitridae;Accipitriformes;AVIBASE-FBED1927;0;1;1;0;;1;1;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;3;0;4;34.4;21.4;11.4;16.6;81.6;320.8;99.8;223.2;30.8;222;850.3;Dunning;NA;NO;NA;NA;Shrubland;2;2;Carnivore;Vertivore;Insessorial;1;1
Parkesia noveboracensis;545;Parulidae;Passeriformes;AVIBASE-709AF716;2;4;;;;;;;;;;;;;;;;1;0;;2;1;;A;2;1;1;3;;;C;1;1;1;;;;C;;;;;;;;;;;;;;;57;4;6;47;4;18.8;9.7;3.5;3.7;23;73.9;21;54.2;28;49.9;16.3;Dunning;NA;NO;NA;NA;Shrubland;1;3;Carnivore;Invertivore;Terrestrial;1;1
Paroaria gularis;546;Thraupidae;Passeriformes;AVIBASE-5617D13D;10;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;10;10;;;;C;;;;;;;;5;2;1;2;4;16.6;10.4;4.7;6;22.3;83.6;12.9;70.9;15.3;69;23.6;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Omnivore;Terrestrial;0;0
Patagioenas cayennensis;547;Columbidae;Columbiformes;AVIBASE-A8908194;39;2;2;1;1;;;;C;0;4;;;;1;B;B;0;4;;;;1;B;;;;;;;;0;20;;;;1;B;0;10;;;;1;B;;;;;;;;13;5;8;0;6;24.5;12.1;4.6;5.5;23.4;180.3;62.8;115.9;35.1;112.7;229;Dunning;NA;NO;NA;NA;Forest;3;1;Herbivore;Frugivore;Insessorial;0;0
Patagioenas fasciata;548;Columbidae;Columbiformes;AVIBASE-31ACA998;97;5;1;2;2;;;;C;;;;;;;;;1;23;23;;;;C;3;72;72;;;;C;;;;;;;;;;;;;;;;;;;;;;20;7;11;2;7;25.5;15.1;6;6.1;26.5;205.4;73.8;131.3;36;141.5;366.3;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Granivore;Terrestrial;0;0
Patagioenas goodsoni;549;Columbidae;Columbiformes;AVIBASE-A057002F;26;0;;;;;;;;0;26;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;2;0;6;17;9.1;4;5.2;20;148.7;50.9;97.8;34.2;99.6;176;Inferred;NA;YES;Body Mass;Patagioenas nigrirostris;Forest;2;1;Herbivore;Frugivore;Insessorial;0;0
Patagioenas plumbea;550;Columbidae;Columbiformes;AVIBASE-CD161B09;1;0;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;5;7;1;4;23.1;12.9;4.3;5.1;23.1;177.8;61.9;115.7;34.9;141.6;178.8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Patagioenas speciosa;551;Columbidae;Columbiformes;AVIBASE-3EAF0903;3;0;;;;;;;;0;3;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;5;0;4;24.5;12.3;4.8;6;23.7;184.7;65.5;114;36.5;98.3;258.5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Patagioenas subvinacea;552;Columbidae;Columbiformes;AVIBASE-F4F72BD9;6;1;;;;;;;;;;;;;;;;0;5;;;;1;B;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;8;3;5;0;4;18.8;9.8;3.8;4.1;20.8;156.3;53.6;102.7;34.3;114.4;162.5;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Frugivore;Insessorial;0;0
Penelope jacquacu;553;Cracidae;Galliformes;AVIBASE-1D1EDAF0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;;;;1;B;;;;;;;;8;2;5;1;4;38.4;14.8;8.8;10.4;79.7;296.4;30.3;268.4;10.3;322.4;1487.9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Penelope montagnii;554;Cracidae;Galliformes;AVIBASE-6CF279AC;24;1;;;;;;;;;;;;;;;;1;1;1;3;;;C;0;23;;;;1;B;;;;;;;;;;;;;;;;;;;;;;11;4;6;1;4;34.8;14.6;9.1;10.1;58.7;241.5;30.9;219.7;12.2;250.8;706;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Penelope perspicax;555;Cracidae;Galliformes;AVIBASE-2296FCC4;0;1;1;0;;2;1;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;1;1;1;40.5;15.5;8.8;10.7;86.2;325;43;309;12.2;333.5;1197;Updated_literature;BoW;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;1;1
Phaenostictus mcleannani;556;Thamnophilidae;Passeriformes;AVIBASE-C2AB74DB;13;2;;;;;;;;2;13;13;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;4;4;0;4;23.4;13.9;5.1;6.9;32.2;89.8;12.5;79.1;13.7;83.2;51.1;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Phaeomyias murina;557;Tyrannidae;Passeriformes;AVIBASE-F2D76F95;16;4;;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;3;7;7;;;;C;0;7;;;;1;B;1;0;;1;1;;A;34;9;9;16;11;11.2;6.3;4;3.2;18.7;55.7;8.7;47.5;15.3;52;10;Dunning;NA;NO;NA;NA;Shrubland;2;1;Omnivore;Invertivore;Insessorial;1;1
Phaethornis anthophilus;558;Trochilidae;Caprimulgiformes;AVIBASE-0636BA02;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;15;;;;1;B;;;;;;;;;;;;;;;10;1;1;8;4;36.4;31;2.3;2.3;4.7;57.2;33.9;23.3;59.3;62.9;5.9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Phaethornis atrimentalis;559;Trochilidae;Caprimulgiformes;AVIBASE-BF1FDF21;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;30;;;;1;B;;;;;;;;4;0;0;4;4;25.2;20.5;1.7;1.9;4;38.5;25;13.5;65;33;2.6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Phaethornis bourcieri;560;Trochilidae;Caprimulgiformes;AVIBASE-D666062A;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;3;;;;C;;;;;;;;9;0;7;2;8;34;29.3;2.4;2.7;4.2;56.8;38.1;18.5;67.5;61.2;4.3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Phaethornis guy;561;Trochilidae;Caprimulgiformes;AVIBASE-5C47DAE8;19;9;9;15;15;;;;C;;;;;;;;;;;;;;;;;;;;;;;0;4;;;;1;B;;;;;;;;;;;;;;;38;13;8;17;8;42.4;33.6;3.3;2.5;4.7;59.2;37.5;21.1;64;64.4;6.3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Phaethornis malaris;562;Trochilidae;Caprimulgiformes;AVIBASE-97C2A2A4;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;9;3;5;1;4;44.3;38.1;3;3.1;5.8;59.2;38.1;20.8;64.9;67.8;5.9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Phaethornis striigularis;563;Trochilidae;Caprimulgiformes;AVIBASE-2FF56FC2;16;7;;;;;;;;7;13;13;;;;C;C;;;;;;;;;;;;;;;0;3;;;;1;B;;;;;;;;;;;;;;;47;2;2;43;4;23.7;19.6;2.4;2;4;39.1;25.4;13.1;66.2;36.4;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Phaethornis syrmatophorus;564;Trochilidae;Caprimulgiformes;AVIBASE-F8E58273;10;0;0;1;;;;1;B;;;;;;;;;0;7;;;;1;B;0;2;;;;1;B;;;;;;;;;;;;;;;;;;;;;;43;3;8;32;4;43.1;34.9;2.7;2.4;4.6;60.9;36;24.9;59.1;62.6;5.8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Phaethornis yaruqui;565;Trochilidae;Caprimulgiformes;AVIBASE-0D34BFF1;28;4;;;;;;;;4;28;28;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;3;0;4;45.6;39.8;2.6;2.7;5;59.5;37.8;21.7;63.5;53.8;5.4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Phalcoboenus carunculatus;566;Falconidae;Falconiformes;AVIBASE-4E716ECB;2;0;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;;;;;;;;;;;;;;;5;2;3;0;4;42.2;29.3;13.5;18.6;77.1;384;171.2;218.5;44;208.4;788;Inferred;NA;YES;Body Mass;Phalcoboenus megalopterus;Grassland;3;2;Omnivore;Omnivore;Terrestrial;0;0
Pharomachrus antisianus;567;Trogonidae;Trogoniformes;AVIBASE-A968CFA7;1;0;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;5;5;0;4;23.3;11.2;6.6;9.1;16.8;188.9;75.5;113.7;39.9;165.9;152.1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Pharomachrus auriceps;568;Trogonidae;Trogoniformes;AVIBASE-BD445FFB;4;8;8;1;1;3;;;C;;;;;;;;;0;1;;;;1;B;0;2;;;;1;B;;;;;;;;;;;;;;;;;;;;;;14;5;8;1;2;26.3;13.4;11.5;10.7;18.5;202.1;73.7;127.6;36.6;193.4;180;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Pharomachrus pavoninus;569;Trogonidae;Trogoniformes;AVIBASE-020537E1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;;A;;;;;;;;9;4;5;0;8;24;13.4;8.9;10.2;17.6;178.4;70.1;108.3;39.3;161.2;163;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;1;1
Pheugopedius coraya;570;Troglodytidae;Passeriformes;AVIBASE-FB669B0D;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;5;2;3;0;4;19.2;11.7;3.8;4.5;22.1;62.8;7.1;54.4;11.6;57.4;17.2;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
